"GID","SYMBOL","GENENAME"
106887453,"LOC106887453","uncharacterized LOC106887453"
106887454,"LOC106887454","uncharacterized LOC106887454"
106887455,"LOC106887455","uncharacterized LOC106887455"
106887456,"LOC106887456","uncharacterized LOC106887456"
106887457,"LOC106887457","uncharacterized LOC106887457"
106887461,"LOC106887461","transmembrane protein 14C-like"
106887468,"LOC106887468","uncharacterized LOC106887468"
106887469,"LOC106887469","alcohol dehydrogenase 1"
106887471,"LOC106887471","serpin B12-like"
106887472,"LOC106887472","leukocyte elastase inhibitor-like"
106887474,"LOC106887474","serpin B4-like"
106887475,"LOC106887475","MARVEL domain-containing protein 3-like"
106887499,"LOC106887499","ADNP homeobox protein 2-like"
106887501,"LOC106887501","chromosome unknown open reading frame, human C4orf17"
106887503,"LOC106887503","uncharacterized LOC106887503"
106887505,"LOC106887505","uncharacterized LOC106887505"
106887511,"LOC106887511","putative ribosome-binding factor A, mitochondrial"
106887512,"LOC106887512","cadherin-12"
106887515,"LOC106887515","uncharacterized LOC106887515"
106887518,"LOC106887518","uncharacterized LOC106887518"
106887522,"LOC106887522","uncharacterized LOC106887522"
106887523,"LOC106887523","uncharacterized LOC106887523"
106887524,"LOC106887524","uncharacterized LOC106887524"
106887526,"LOC106887526","leukocyte elastase inhibitor-like"
106887527,"LOC106887527","heterochromatin-associated protein MENT-like"
106887531,"LOC106887531","histamine N-methyltransferase-like"
106887534,"LOC106887534","carnosine N-methyltransferase 2"
106887535,"LOC106887535","ly6/PLAUR domain-containing protein 6B-like"
106887536,"LOC106887536","ly6/PLAUR domain-containing protein 6B-like"
106887538,"LOC106887538","von Willebrand factor D and EGF domain-containing protein-like"
106887539,"LOC106887539","uncharacterized LOC106887539"
106887540,"LOC106887540","basic helix-loop-helix transcription factor scleraxis-like"
106887541,"LOC106887541","DNA replication licensing factor MCM6-like"
106887542,"LOC106887542","lactase-phlorizin hydrolase-like"
106887543,"LOC106887543","lactase-phlorizin hydrolase-like"
106887550,"LOC106887550","uncharacterized LOC106887550"
106887551,"LOC106887551","ly6/PLAUR domain-containing protein 6B-like"
106887553,"LOC106887553","uncharacterized LOC106887553"
106887554,"LOC106887554","kynureninase-like"
106887556,"LOC106887556","uncharacterized LOC106887556"
106887557,"LOC106887557","kynureninase-like"
106887558,"LOC106887558","kynureninase-like"
106887560,"LOC106887560","uncharacterized LOC106887560"
106887561,"LOC106887561","uncharacterized LOC106887561"
106887570,"LOC106887570","uncharacterized LOC106887570"
106887582,"LOC106887582","rab3 GTPase-activating protein catalytic subunit-like"
106887583,"LOC106887583","rab3 GTPase-activating protein catalytic subunit"
106887598,"LOC106887598","uncharacterized LOC106887598"
106887599,"LOC106887599","proline-rich protein 2-like"
106887600,"LOC106887600","neuritin-like"
106887605,"LOC106887605","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like"
106887607,"LOC106887607","uncharacterized LOC106887607"
106887610,"LOC106887610","perilipin-3-like"
106887611,"LOC106887611","perilipin-3-like"
106887613,"LOC106887613","protein FAM83D-B-like"
106887615,"LOC106887615","protein FAM83D-B-like"
106887620,"LOC106887620","uncharacterized LOC106887620"
106887621,"LOC106887621","caltrin-like protein 2"
106887622,"LOC106887622","caltrin-like protein 2"
106887624,"LOC106887624","uncharacterized LOC106887624"
106887627,"LOC106887627","uncharacterized LOC106887627"
106887628,"LOC106887628","uncharacterized LOC106887628"
106887631,"LOC106887631","uncharacterized LOC106887631"
106887635,"LOC106887635","protein SOGA1-like"
106887643,"LOC106887643","60S ribosomal protein L34"
106887662,"LOC106887662","tumor necrosis factor receptor superfamily member 1B-like"
106887664,"LOC106887664","transmembrane protein 17B-like"
106887665,"LOC106887665","chromosome unknown open reading frame, human C1orf159"
106887667,"LOC106887667","RNA polymerase II subunit A C-terminal domain phosphatase SSU72"
106887669,"LOC106887669","RNA polymerase II subunit A C-terminal domain phosphatase SSU72"
106887672,"LOC106887672","uncharacterized LOC106887672"
106887675,"LOC106887675","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit"
106887678,"LOC106887678","histone H2A.Z"
106887681,"LOC106887681","putative uncharacterized protein C1orf196"
106887690,"LOC106887690","C-factor-like"
106887693,"LOC106887693","uncharacterized LOC106887693"
106887694,"LOC106887694","uncharacterized LOC106887694"
106887698,"LOC106887698","uncharacterized LOC106887698"
106887699,"LOC106887699","natriuretic peptides B-like"
106887701,"LOC106887701","C-C chemokine receptor type 8-like"
106887707,"LOC106887707","uncharacterized LOC106887707"
106887711,"LOC106887711","CX3C chemokine receptor 1-like"
106887712,"LOC106887712","arylacetamide deacetylase-like 4"
106887713,"LOC106887713","arylacetamide deacetylase-like 4"
106887714,"LOC106887714","arylacetamide deacetylase-like 4"
106887715,"LOC106887715","arylacetamide deacetylase-like 4"
106887716,"LOC106887716","arylacetamide deacetylase-like 4"
106887717,"LOC106887717","arylacetamide deacetylase-like 4"
106887724,"LOC106887724","chymotrypsin-like elastase family member 2A"
106887725,"LOC106887725","uncharacterized LOC106887725"
106887727,"LOC106887727","uncharacterized LOC106887727"
106887730,"LOC106887730","uncharacterized LOC106887730"
106887731,"LOC106887731","uncharacterized LOC106887731"
106887734,"LOC106887734","uncharacterized LOC106887734"
106887738,"LOC106887738","uncharacterized LOC106887738"
106887744,"LOC106887744","cholecystokinin"
106887745,"LOC106887745","lysophosphatidic acid receptor 6-like"
106887752,"LOC106887752","uncharacterized LOC106887752"
106887754,"LOC106887754","F-box only protein 6-like"
106887755,"LOC106887755","F-box only protein 2-like"
106887760,"LOC106887760","uncharacterized LOC106887760"
106887763,"LOC106887763","centromere protein S"
106887766,"LOC106887766","uncharacterized LOC106887766"
106887769,"LOC106887769","kazrin"
106887772,"LOC106887772","uncharacterized LOC106887772"
106887775,"LOC106887775","uncharacterized LOC106887775"
106887783,"LOC106887783","tyrosine-protein phosphatase non-receptor type 11-like"
106887794,"LOC106887794","heparan-sulfate 6-O-sulfotransferase 1-like"
106887798,"LOC106887798","YEATS domain-containing protein 2-like"
106887801,"LOC106887801","peroxisomal targeting signal 2 receptor-like"
106887802,"LOC106887802","uncharacterized LOC106887802"
106887803,"LOC106887803","taste receptor type 2 member 8-like"
106887804,"LOC106887804","synaptotagmin-like protein 2"
106887806,"LOC106887806","probable asparagine--tRNA ligase, mitochondrial"
106887808,"LOC106887808","transmembrane channel-like protein 2"
106887812,"LOC106887812","protein CEPU-1"
106887813,"LOC106887813","uncharacterized LOC106887813"
106887814,"LOC106887814","uncharacterized LOC106887814"
106887818,"LOC106887818","protein TsetseEP-like"
106887819,"LOC106887819","neurogenic locus notch homolog protein 4-like"
106887820,"LOC106887820","proline dehydrogenase 1, mitochondrial-like"
106887821,"LOC106887821","uncharacterized LOC106887821"
106887822,"LOC106887822","myosin-binding protein C, cardiac-type-like"
106887829,"LOC106887829","opioid-binding protein/cell adhesion molecule homolog"
106887831,"LOC106887831","uncharacterized LOC106887831"
106887833,"LOC106887833","11-cis retinol dehydrogenase-like"
106887839,"LOC106887839","keratin-associated protein 10-8-like"
106887844,"LOC106887844","uncharacterized LOC106887844"
106887848,"LOC106887848","uncharacterized LOC106887848"
106887856,"LOC106887856","uncharacterized LOC106887856"
106887857,"LOC106887857","retinoic acid receptor RXR-beta-like"
106887859,"LOC106887859","pre-mRNA 3'-end-processing factor FIP1-like"
106887862,"LOC106887862","G patch domain-containing protein 2-like"
106887869,"LOC106887869","uncharacterized LOC106887869"
106887876,"LOC106887876","proline-rich protein HaeIII subfamily 1-like"
106887883,"LOC106887883","fibrinogen-like protein 1-like protein"
106887886,"LOC106887886","uncharacterized LOC106887886"
106887887,"LOC106887887","uncharacterized LOC106887887"
106887889,"LOC106887889","uncharacterized LOC106887889"
106887893,"LOC106887893","uncharacterized LOC106887893"
106887897,"LOC106887897","uncharacterized LOC106887897"
106887901,"LOC106887901","uncharacterized LOC106887901"
106887902,"LOC106887902","disintegrin and metalloproteinase domain-containing protein 20-like"
106887911,"LOC106887911","uncharacterized LOC106887911"
106887912,"LOC106887912","uncharacterized LOC106887912"
106887913,"LOC106887913","uncharacterized LOC106887913"
106887915,"LOC106887915","uncharacterized LOC106887915"
106887918,"LOC106887918","uncharacterized LOC106887918"
106887919,"LOC106887919","uncharacterized LOC106887919"
106887928,"LOC106887928","acyl-coenzyme A thioesterase 5-like"
106887929,"LOC106887929","uncharacterized LOC106887929"
106887932,"LOC106887932","uncharacterized LOC106887932"
106887937,"LOC106887937","galectin-related protein A-like"
106887941,"LOC106887941","cTAGE family member 5-like"
106887943,"LOC106887943","uncharacterized LOC106887943"
106887948,"LOC106887948","uncharacterized LOC106887948"
106887966,"LOC106887966","uncharacterized LOC106887966"
106887971,"LOC106887971","serine/arginine-rich splicing factor 5-like"
106887976,"LOC106887976","G patch domain-containing protein 2-like"
106887982,"LOC106887982","desumoylating isopeptidase 2-like"
106887983,"LOC106887983","synaptojanin-2-binding protein-like"
106887984,"LOC106887984","cytochrome c oxidase assembly protein COX16 homolog, mitochondrial"
106887985,"LOC106887985","synaptojanin-2-binding protein-like"
106887993,"LOC106887993","uncharacterized LOC106887993"
106887994,"LOC106887994","uncharacterized LOC106887994"
106887998,"LOC106887998","uncharacterized LOC106887998"
106888020,"LOC106888020","uncharacterized LOC106888020"
106888026,"LOC106888026","acetyl-coenzyme A synthetase 2-like, mitochondrial"
106888031,"LOC106888031","uncharacterized LOC106888031"
106888055,"LOC106888055","uncharacterized LOC106888055"
106888061,"LOC106888061","uncharacterized LOC106888061"
106888062,"LOC106888062","uncharacterized LOC106888062"
106888068,"LOC106888068","probable E3 ubiquitin-protein ligase makorin-2 pseudogene"
106888070,"LOC106888070","inositol 1,4,5-trisphosphate receptor-interacting protein-like 1"
106888072,"LOC106888072","protein CBFA2T3-like"
106888080,"LOC106888080","dipeptidase 2-like"
106888081,"LOC106888081","acyl-CoA dehydrogenase family member 11-like"
106888087,"LOC106888087","uncharacterized LOC106888087"
106888089,"LOC106888089","arylamine N-acetyltransferase, pineal gland isozyme NAT-3"
106888090,"LOC106888090","uncharacterized LOC106888090"
106888092,"LOC106888092","uncharacterized LOC106888092"
106888094,"LOC106888094","cadherin-1-like"
106888095,"LOC106888095","uncharacterized LOC106888095"
106888096,"LOC106888096","uncharacterized LOC106888096"
106888097,"LOC106888097","uncharacterized LOC106888097"
106888098,"LOC106888098","dual specificity protein phosphatase 22-A-like"
106888100,"LOC106888100","uncharacterized LOC106888100"
106888101,"LOC106888101","uncharacterized LOC106888101"
106888102,"LOC106888102","uncharacterized LOC106888102"
106888103,"LOC106888103","uncharacterized LOC106888103"
106888104,"LOC106888104","uncharacterized LOC106888104"
106888105,"LOC106888105","collagen alpha-1(II) chain-like"
106888110,"LOC106888110","cytoplasmic dynein 1 light intermediate chain 2-like"
106888111,"LOC106888111","uncharacterized LOC106888111"
106888122,"LOC106888122","putative L-type amino acid transporter 1-like protein MLAS"
106888123,"LOC106888123","cytochrome b-245 light chain"
106888132,"LOC106888132","neural-cadherin-like"
106888136,"LOC106888136","uncharacterized LOC106888136"
106888138,"LOC106888138","iroquois-class homeodomain protein IRX-6-like"
106888142,"LOC106888142","la-related protein 6-like"
106888143,"LOC106888143","heat shock factor protein 4-like"
106888155,"LOC106888155","uncharacterized LOC106888155"
106888156,"LOC106888156","uncharacterized LOC106888156"
106888157,"LOC106888157","uncharacterized LOC106888157"
106888158,"LOC106888158","uncharacterized LOC106888158"
106888165,"LOC106888165","fatty acyl-CoA hydrolase precursor, medium chain-like"
106888169,"LOC106888169","uncharacterized LOC106888169"
106888173,"LOC106888173","B-cadherin-like"
106888181,"LOC106888181","leukotriene B4 receptor 1-like"
106888182,"LOC106888182","uncharacterized LOC106888182"
106888185,"LOC106888185","sulfotransferase family cytosolic 2B member 1-like"
106888188,"LOC106888188","translation initiation factor IF-2-like"
106888190,"LOC106888190","uncharacterized LOC106888190"
106888196,"LOC106888196","uncharacterized LOC106888196"
106888201,"LOC106888201","uncharacterized LOC106888201"
106888203,"LOC106888203","uncharacterized LOC106888203"
106888204,"LOC106888204","uncharacterized LOC106888204"
106888205,"LOC106888205","galanin receptor type 1-like"
106888207,"LOC106888207","protein CBFA2T3-like"
106888208,"LOC106888208","uncharacterized LOC106888208"
106888210,"LOC106888210","uncharacterized LOC106888210"
106888211,"LOC106888211","uncharacterized LOC106888211"
106888212,"LOC106888212","uncharacterized LOC106888212"
106888213,"LOC106888213","uncharacterized LOC106888213"
106888214,"LOC106888214","uncharacterized LOC106888214"
106888215,"LOC106888215","uncharacterized LOC106888215"
106888216,"LOC106888216","uncharacterized LOC106888216"
106888217,"LOC106888217","uncharacterized LOC106888217"
106888218,"LOC106888218","uncharacterized LOC106888218"
106888222,"LOC106888222","borealin-2-like"
106888223,"LOC106888223","chromosome unknown open reading frame, human C16orf87"
106888224,"LOC106888224","uncharacterized LOC106888224"
106888225,"LOC106888225","uncharacterized LOC106888225"
106888232,"LOC106888232","uncharacterized LOC106888232"
106888236,"LOC106888236","cholecystokinin"
106888241,"LOC106888241","receptor-interacting serine/threonine-protein kinase 2-like"
106888248,"LOC106888248","carbohydrate sulfotransferase 5-like"
106888253,"LOC106888253","trichohyalin-like"
106888254,"LOC106888254","putative uncharacterized protein DDB_G0271606"
106888255,"LOC106888255","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16-like"
106888268,"LOC106888268","large neutral amino acids transporter small subunit 1"
106888270,"LOC106888270","histamine H3 receptor-like"
106888274,"LOC106888274","uncharacterized LOC106888274"
106888290,"LOC106888290","tubulin beta chain-like"
106888291,"LOC106888291","tubulin beta chain-like"
106888296,"LOC106888296","uncharacterized LOC106888296"
106888297,"LOC106888297","transcription initiation factor TFIID subunit 4-like"
106888299,"LOC106888299","uncharacterized LOC106888299"
106888300,"LOC106888300","uncharacterized LOC106888300"
106888307,"LOC106888307","hydroxysteroid dehydrogenase-like protein 1"
